TIC,Star Name,Planet Name,Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star TESS Mag,Star RA,Star Dec,TFOPWG Disposition,Creation Date,Planet Radius [Re],Planet Radius Error Lower [Re],Planet Radius Error Upper [Re],Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hr],Transit Duration Error Lower [hr],Transit Duration Error Upper [hr],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Rp/Rs,TOI Disposition,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Updated,Public Comment,Sectors,FP_Flag,Known,EB,VS,NASA PC,Assumed Parameters,Star Mass [Ms],Star Metallicity,Star V Mag,Star T Mag,Star J Mag,Star H Mag,Star Ks Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Mass Flag,Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Me],Planet Mass [Mjup],Planet Mass Error Upper [Mjup],Planet Mass Error Lower [Mjup],Planet Radius [Rjup],Planet Radius Error Upper [Rjup,Planet Radius Error Lower [Rjup],Planet Semi-major Axis [au],Planet Semi-major Axis [m],a/Rs,Eccentricity,Inclination,Periastron,Impact Parameter,Planet Albedo,Heat Redistribution Factor,Mean Molecular Weight,Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Transit Duration T14 [s],Eclipse Duration E14 [s],Planet Insolation Flux [W/m2],Planet Insolation Flux [Earth],Eclipse Mid Time,Available Transits,Available Eclipses,Planet Temperature [K],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
145204443,TOI-4978,TOI-4978.01,6389,-137.3,137.3,1.73427,-0.17,0.17,4.06705,-0.11,0.11,719.916,-61.885,61.885,12.2913,229.97328,-45.718,PC,21/12/2021 22:38,15.59918279,-4.17738,4.17738,2459357.614,-0.003055,0.003055,0.68,-0.0403954,0.0403954,1.538,-0.485,0.485,4.7190303,-0.0013827,0.0013827,0.082462113,PC,3,4,3,3,4,4,4,2021-12-21 22:38:16.945757+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[38],0,0,0,0,TRUE,,1.28,,12.935,12.2913,11.618,11.336,11.283,11.165,11.187,11.171,TRUE,439.73,-198.18,360.71,1.134920581,1.383545306,-0.623544013,1.391668267,0.372681522,-0.372681522,0.059799198,8945832686,7.41450319,0,90,0,0,0.2,0.8,2.3,116.7,142.2,64,5536.8,5536.8,1717720.664,1261.94048,2459359.973,83,82,1659.116422,23,338,672,5,37,75,Eclipse,5,37,75,0,0,0,1
303385111,TOI-4989,TOI-4989.01,5654,-122,122,1.84693,,,3.90517,,,936.608,-22.144,22.144,13.0413,256.799859,-64.547055,PC,06/01/2022 22:41,23.64003336,,,2459382.69,-0.003311,0.003311,1.377,-0.0034214,0.0034214,1.795,-0.275,0.275,3.429078,-0.0008786,0.0008786,0.117345643,PC,3,4,3,3,4,4,4,2022-01-06 22:41:10.070196+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search; likely irradiated hot Jupiter,[39],0,0,0,0,TRUE,,1,,13.735,13.0413,12.29,11.901,11.796,11.762,11.79,11.781,TRUE,193.4,-112.78,269.34,0.847438411,0.608504451,-0.354845563,2.10902614,,,0.044514656,6659297722,5.182699071,0,90,0,0,0.2,0.8,2.3,114.2,82,47.8,6462,6462,2155747.749,1583.741412,2459384.404,142,141,1756.15486,2,29,58,1,10,20,Eclipse,1,10,20,1,0,1,2
360221713,TOI-4993,TOI-4993.01,5369,-127.2,127.2,2.13425,-0.12,0.12,3.74806,-0.08,0.08,888.672,-17.817,17.817,12.782,262.31426,-59.107667,PC,06/01/2022 22:41,14.12211939,-0.966342,0.966342,2459384.512,-0.005214,0.005214,0.368,-0.000694051,0.000694051,4.824,-0.576,0.576,3.1062522,-3.76E-05,3.76E-05,0.060663004,PC,3,4,3,3,4,4,4,2022-01-06 22:41:12.229110+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,0.93,,13.49,12.782,12.027,11.657,11.583,11.469,11.529,11.593,TRUE,545.49,-226.55,387.08,1.21788988,1.716303479,-0.712806015,1.25989327,0.086211407,-0.086211407,0.040684973,6086385316,4.099134322,0,90,0,0,0.2,0.8,2.3,178.1,250.9,104.2,17366.4,17366.4,2801707.501,2058.302135,2459386.065,141,142,1875.134098,36,515,1031,3,22,44,Eclipse,3,22,44,1,0,1,1
384709136,TOI-4996,TOI-4996.01,6287,-126.9,126.9,2.1049,-0.1,0.1,3.88151,-0.09,0.09,1058.39,-16.97,16.97,12.7523,257.612996,-81.70829,PC,06/01/2022 22:41,16.28343931,-0.792837,0.792837,2459387.912,-0.002732,0.002732,0.503,-0.000235346,0.000235346,4.932,-0.283,0.283,4.8131406,-2.43E-05,2.43E-05,0.070922493,PC,3,4,3,3,4,4,4,2022-01-06 22:41:14.155588+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 13, 39]",0,0,0,0,TRUE,,1.23,,13.459,12.7523,12.074,11.841,11.762,11.694,11.704,11.833,TRUE,398.36,-186.44,349.92,1.100971445,1.253380729,-0.586605842,1.45271365,0.070732301,-0.070732301,0.059792323,8944804216,6.108257933,0,90,0,0,0.2,0.8,2.3,115.4,131.5,61.6,17755.2,17755.2,2373084.168,1743.409763,2459390.318,165,161,1798.745741,16,230,458,4,27,53,Eclipse,4,27,53,1,0,1,1
76228620,TOI-4998,TOI-4998.01,6113,-130.3,130.3,1.33063,-0.06,0.06,4.25065,-0.08,0.08,352.331,-4.53,4.53,11.2723,269.247209,-55.787941,PC,06/01/2022 22:41,9.561650269,-0.48984,0.48984,2459378.907,-0.001704,0.001704,0.434,-0.000264462,0.000264462,4.245,-0.376,0.376,9.7800223,-3.31E-05,3.31E-05,0.065878676,PC,3,4,3,3,4,4,4,2022-01-06 22:41:15.121606+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[13, 39]",0,0,0,0,TRUE,,1.15,,11.359,11.2723,10.7,10.403,10.347,10.305,10.325,10.35,TRUE,276.55,-97.69,151.4,0.476357672,0.870123608,-0.307367114,0.853034767,0.043700673,-0.043700673,0.093781561,14029521811,15.15526569,0,90,0,0,0.2,0.8,2.3,41.2,75.4,26.7,15282,15282,344543.4059,253.122222,2459383.797,43,44,1110.344181,9,121,240,9,76,152,Eclipse,9,76,152,0,0,0,1
33227166,TOI-4999,TOI-4999.01,5698,-127.6,127.6,1.99137,-0.1,0.1,3.84409,-0.08,0.08,368.89,-5.7405,5.7405,10.8235,266.628908,-43.374494,PC,06/01/2022 22:41,10.23432317,-0.619178,0.619178,2459377.222,-0.005302,0.005302,0.222,-0.000342511,0.000342511,5.066,-0.511,0.511,5.5846356,-0.0036282,0.0036282,0.047116876,PC,3,4,3,3,4,4,4,2022-01-06 22:41:15.731813+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[39],0,0,0,0,TRUE,,1.01,,11.319,10.8235,10.103,9.799,9.683,9.655,9.732,9.747,TRUE,377.44,-134.52,208.95,0.657430222,1.187559048,-0.423247253,0.913046727,0.055239456,-0.055239456,0.061819856,9248118862,6.67543297,0,90,0,0,0.2,0.8,2.3,74.8,135.2,48.2,18237.6,18237.6,1340370.714,984.7166067,2459380.014,67,66,1559.436616,15,170,337,2,18,36,Eclipse,2,18,36,0,0,0,2
179230828,TOI-5000,TOI-5000.01,5483,,,1.02082,,,,,,470.92,,,12.6702,158.600019,-23.73406,PC,06/01/2022 22:44,13.59623527,,,2459302.141,-0.001308,0.001308,1.491,-0.0269844,0.0269844,2.556,-0.295,0.295,5.5422295,-1.37E-05,1.37E-05,0.122106511,PC,3,4,3,3,4,4,4,2022-01-06 22:44:05.248156+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search; potential multi,"[9, 36]",0,0,0,0,TRUE,"Star Mass, ",0.960974868,,13.441,12.6702,11.976,11.647,11.556,11.498,11.527,11.286,TRUE,587.83,-237.33,397.47,1.250580476,1.849520017,-0.746723688,1.212976951,,,0.060507302,9051763551,12.74565114,0,90,0,0,0.2,0.8,2.3,147.5,218.1,88.1,9201.6,9201.6,315213.6284,231.5748107,2459304.912,65,68,1085.981018,17,248,493,6,41,88,Eclipse,6,41,88,1,0,1,1
95709395,TOI-5001,TOI-5001.01,6763,-135.7,135.7,1.51225,-0.08,0.08,4.24019,-0.1,0.1,632.346,-22.88,22.88,12.1641,243.403564,-33.496496,PC,06/01/2022 22:49,14.90957626,-0.802792,0.802792,2459379.729,-0.002115,0.002115,0.817,-0.000445559,0.000445559,4.185,-0.321,0.321,5.069043,-2.19E-05,2.19E-05,0.090388052,PC,3,4,3,3,4,4,4,2022-01-06 22:49:35.147504+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,1.45,,12.712,12.1641,11.546,11.332,11.298,,,,TRUE,488.09,-211.33,372.4,1.171701435,1.535702882,-0.66491854,1.330145588,0.071620428,-0.071620428,0.065381166,9780883150,9.296778289,0,90,0,0,0.2,0.8,2.3,108.2,141.8,61.4,15066,15066,1371869.936,1007.857822,2459382.264,73,70,1568.404763,7,107,212,2,13,26,Eclipse,2,13,26,0,0,0,2
301900477,TOI-5003,TOI-5003.01,6188,-133.8,133.8,1.1253,-0.05,0.05,4.40741,-0.08,0.08,404.148,-5.5625,5.5625,11.8406,259.699318,-66.348384,PC,06/01/2022 22:49,12.14479935,-0.844672,0.844672,2459388.446,-0.000907,0.000907,0.979,-0.00235434,0.00235434,1.16,-0.197,0.197,4.4540914,-1.03E-05,1.03E-05,0.098944429,PC,3,4,3,3,4,4,4,2022-01-06 22:49:36.236320+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,1.18,,12.741,11.8406,11.279,10.938,10.918,10.863,10.87,10.812,TRUE,713.11,-268.16,430.56,1.354693259,2.243694979,-0.843725716,1.083488289,0.075356718,-0.075356718,0.056004944,8378220314,10.70191394,0,90,0,0,0.2,0.8,2.3,149.9,248.2,93.3,4176,4176,725505.8539,533.0000536,2459390.673,108,112,1337.533229,38,576,1145,5,39,83,Eclipse,5,39,83,0,0,0,1
449107129,TOI-5006,TOI-5006.01,8653,-170.6,170.6,2.88208,-0.15,0.15,3.85311,-0.08,0.08,1340.01,-54.355,54.355,11.9055,216.471203,-69.83585,PC,06/01/2022 22:49,15.30420886,-0.925754,0.925754,2459386.203,-0.003253,0.003253,0.237,-0.000309684,0.000309684,4.228,-0.913,0.913,4.254955,-2.75E-05,2.75E-05,0.048682646,PC,3,4,3,3,4,4,4,2022-01-06 22:49:37.838931+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[11, 12, 38, 39]",0,0,0,0,TRUE,,2.16,,12.59,11.9055,11.326,11.334,11.19,10.989,11.011,10.911,TRUE,459.63,-204,365.85,1.15109283,1.446157708,-0.641855781,1.36535241,0.082590382,-0.082590382,0.066438921,9939121147,4.957011759,0,90,0,0,0.2,0.8,2.3,86.4,108.6,48.2,15220.8,15220.8,12934439.24,9502.413759,2459388.33,141,142,2748.158211,22,306,610,4,36,71,Eclipse,4,36,71,0,0,0,1
150531994,TOI-5008,TOI-5008.01,5183,-128.5,128.5,0.944643,-0.06,0.06,4.43201,-0.09,0.09,379.594,-5.9475,5.9475,12.9499,266.129426,-39.993496,PC,06/01/2022 22:49,10.7030884,-0.781612,0.781612,2459386.624,-0.00776,0.00776,1.079,-0.00214117,0.00214117,3.748,-0.387,0.387,2.7702532,-0.0015413,0.0015413,0.103874925,PC,3,4,3,3,4,4,4,2022-01-06 22:49:38.908974+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[39],0,0,0,0,TRUE,,0.88,,13.752,12.9499,12.069,11.684,11.596,11.458,11.516,10.962,TRUE,462.84,-165.78,258.97,0.814810743,1.456257497,-0.521602212,0.954867231,0.069730872,-0.069730872,0.037002933,5535559965,8.423097846,0,90,0,0,0.2,0.8,2.3,128.4,229.5,82.2,13492.8,13492.8,576200.3783,423.3113087,2459388.009,133,133,1262.78754,9,126,254,2,16,32,Eclipse,2,16,32,1,0,1,2
463781038,TOI-5009,TOI-5009.01,9169,-345.5,345.5,3.4366,-0.21,0.21,3.7313,-0.07,0.07,1324.39,-82.64,82.64,11.9032,261.294366,-40.583473,PC,06/01/2022 22:49,20.0817064,-1.50922,1.50922,2459385.304,-0.008697,0.008697,0.287,-0.000782951,0.000782951,7.683,-1.056,1.056,8.1755735,-0.0002297,0.0002297,0.053572381,PC,3,4,3,3,4,4,4,2022-01-06 22:49:39.382624+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search; likely irradiated hot Jupiter,"[12, 39]",0,0,0,0,TRUE,,2.32,,12.438,11.9032,11.242,11.038,10.942,10.817,10.89,10.109,TRUE,239.74,-133.6,301.93,0.949978019,0.754306396,-0.420352609,1.791572926,0.134643821,-0.134643821,0.105155607,15731054970,6.579711621,0,90,0,0,0.2,0.8,2.3,54.7,43.4,24.2,27658.8,27658.8,9255709.321,6799.798427,2459389.392,46,45,2527.572055,3,33,65,1,12,23,Eclipse,1,12,23,0,0,0,2
245728942,TOI-5012,TOI-5012.01,10708,-435.8,435.8,1.82451,-0.06,0.06,4.35982,-0.07,0.07,729.115,-25.8505,25.8505,11.4302,252.214926,-44.21966,PC,06/01/2022 22:49,12.18688074,-0.763232,0.763232,2459384.615,-0.00238,0.00238,0.375,-0.000813127,0.000813127,2.146,-0.284,0.284,4.18438,-2.36E-05,2.36E-05,0.061237244,PC,3,4,3,3,4,4,4,2022-01-06 22:49:40.939863+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,2.78,,11.804,11.4302,10.937,10.73,10.637,10.423,10.574,9.251,TRUE,709.61,-267.34,429.56,1.351546907,2.232682747,-0.841145708,1.087242545,0.068091115,-0.068091115,0.071466727,10691270225,8.422888569,0,90,0,0,0.2,0.8,2.3,86.2,142.4,53.7,7725.6,7725.6,10506939.21,7719.026845,2459386.707,91,90,2608.932465,21,304,607,3,28,55,Eclipse,3,28,55,0,0,0,1
221656234,TOI-5015,TOI-5015.01,6333,-136.4,136.4,1.70292,-0.08,0.08,4.07259,-0.08,0.08,637.121,-11.521,11.521,12.491,245.273071,-43.222686,PC,06/01/2022 22:49,17.41483495,-0.906705,0.906705,2459384.648,-0.001745,0.001745,0.879,-0.000632972,0.000632972,3.425,-0.244,0.244,2.4533968,-1.13E-05,1.13E-05,0.093755,PC,3,4,3,3,4,4,4,2022-01-06 22:49:42.614247+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,1.25,,13.355,12.491,11.579,11.28,11.199,11.074,11.106,10.407,TRUE,338.55,-167.25,333.16,1.048238588,1.065197424,-0.52622735,1.553650182,0.080890941,-0.080890941,0.038358836,5738400222,4.843670427,0,90,0,0,0.2,0.8,2.3,136.1,138.4,68.4,12330,12330,3885687.705,2854.658917,2459385.875,154,154,2034.731917,2,33,66,1,3,7,Eclipse,1,3,7,0,0,0,2
302054555,TOI-5017,TOI-5017.01,5575.23,-133,133,2.30142,-0.14,0.14,3.7053,-0.08,0.08,872.49,-20.3085,20.3085,12.4698,260.016954,-67.444612,PC,06/01/2022 22:49,13.90899496,-0.86585,0.86585,2459384.729,-0.003169,0.003169,0.307,-0.000221315,0.000221315,5.049,-0.308,0.308,3.3677179,-2.24E-05,2.24E-05,0.055407581,PC,3,4,3,3,4,4,4,2022-01-06 22:49:43.758052+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 13, 39]",0,0,0,0,TRUE,,0.98,-0.0377194,13.101,12.4698,11.854,11.472,11.436,11.383,11.437,11.742,TRUE,564.48,-230.59,391.2,1.23085285,1.776052701,-0.725517277,1.24087955,0.077246096,-0.077246096,0.043692511,6536306623,4.08239037,0,90,0,0,0.2,0.8,2.3,169.2,244,99.7,18176.4,18176.4,3284695.635,2413.134146,2459386.413,152,151,1951.149402,37,524,1042,3,21,41,Eclipse,3,21,41,1,0,1,1
420829332,TOI-5019,TOI-5019.01,5479,-136.5,136.5,1.1373,-0.07,0.07,4.30859,-0.08,0.08,453.404,-5.6825,5.6825,12.6345,251.626959,-55.262592,PC,06/01/2022 22:49,8.979897136,-1.32215,1.32215,2459385.957,-0.003122,0.003122,0.524,-0.00939578,0.00939578,1.895,-0.685,0.685,1.090295,-7.90E-06,7.90E-06,0.072387844,PC,3,4,3,3,4,4,4,2022-01-06 22:49:44.884175+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,0.96,,13.358,12.6345,11.753,11.493,11.375,10.936,11.035,10.689,TRUE,203.83,-72.55,112.39,0.353618486,0.641320901,-0.228267828,0.80113414,0.117954525,-0.117954525,0.020453691,3059828695,3.867230609,0,90,0,0,0.2,0.8,2.3,71.8,130.1,46.3,6822,6822,3413975.154,2508.110624,2459386.503,391,384,1970.090911,7,106,211,3,21,41,Eclipse,3,21,41,1,0,1,1
208772468,TOI-5022,TOI-5022.01,5455,-122,122,1.02887,,,4.39107,,,488.161,-5.657,5.657,13.1509,245.215993,-57.641596,PC,06/01/2022 22:49,14.69681562,,,2459385.707,-0.003428,0.003428,1.715,-0.00218261,0.00218261,2.1,-0.201,0.201,2.244541,-0.000512,0.000512,0.130958009,PC,3,4,3,3,4,4,4,2022-01-06 22:49:46.557648+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[39],0,0,0,0,TRUE,,0.95,,13.927,13.1509,12.305,11.891,11.803,11.671,11.71,11.54,TRUE,503.03,-214.87,375.75,1.182241713,1.582709379,-0.676056625,1.311164322,,,0.032993811,4935803903,6.89565285,0,90,0,0,0.2,0.8,2.3,189.9,254.2,108.6,7560,7560,1055064.28,775.1134121,2459386.829,196,195,1468.89943,7,102,203,1,9,19,Eclipse,1,9,19,1,0,1,2
217838717,TOI-5025,TOI-5025.01,8219,-145.9,145.9,1.41924,-0.07,0.07,4.43715,-0.08,0.08,803.602,-28.987,28.987,12.3666,261.365163,-46.988032,PC,06/01/2022 22:49,17.56889526,-0.853853,0.853853,2459384.454,-0.001378,0.001378,1.288,-0.000474726,0.000474726,2.783,-0.163,0.163,2.8846592,-7.70E-06,7.70E-06,0.113490088,PC,3,4,3,3,4,4,4,2022-01-06 22:49:48.242846+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,2.01,,12.622,12.3666,11.966,11.784,11.75,11.719,11.792,12.084,TRUE,330.48,-165.5,331.75,1.043802231,1.039806365,-0.520721234,1.567394545,0.076175793,-0.076175793,0.050057346,7488472404,7.584297976,0,90,0,0,0.2,0.8,2.3,93.6,93.2,46.6,10018.8,10018.8,4497284.576,3303.974609,2459385.897,134,132,2110.310155,2,29,57,1,7,15,Eclipse,1,7,15,0,0,0,2
161247580,TOI-5026,TOI-5026.01,6622,,,1.53709,,,,,,462.227,,,11.831,261.946819,-33.163141,PC,06/01/2022 22:49,11.543012,,,2459383.306,-0.001829,0.001829,0.474,-0.000377821,0.000377821,3.203,-0.245,0.245,3.2813635,-1.94E-05,1.94E-05,0.068847658,PC,3,4,3,3,4,4,4,2022-01-06 22:49:48.816524+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,"Star Mass, ",1.482195328,,12.626,11.831,11.056,10.75,10.675,10.557,10.777,11.152,TRUE,635.61,-234.77,371.25,1.16808313,1.999852709,-0.738669027,1.029800325,,,0.049284984,7372928699,6.894753334,0,90,0,0,0.2,0.8,2.3,122.9,210.4,77.7,11530.8,11530.8,2292594.233,1684.277035,2459384.947,108,109,1783.26059,19,261,518,2,12,25,Eclipse,2,12,25,0,0,0,2
76894548,TOI-5028,TOI-5028.01,5806,-134.6,134.6,2.16734,-0.12,0.12,3.78325,-0.08,0.08,929.659,-18.8965,18.8965,12.5587,271.090009,-55.636862,PC,06/01/2022 22:49,21.17117245,-1.3146,1.3146,2459388.664,-0.001934,0.001934,0.802,-0.000951834,0.000951834,3.169,-0.537,0.537,3.9353218,-1.53E-05,1.53E-05,0.089554453,PC,3,4,3,3,4,4,4,2022-01-06 22:49:50.300177+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search; likely inflated Jupiter,"[13, 39]",0,0,0,0,TRUE,,1.04,,13.251,12.5587,11.92,11.604,11.495,12.079,12.035,11.228,TRUE,216.96,-124.14,290.99,0.915556929,0.682632501,-0.390588121,1.888768743,0.117280958,-0.117280958,0.049437208,7395701028,4.904901573,0,90,0,0,0.2,0.8,2.3,114.8,85.6,49,11408.4,11408.4,2676446.894,1966.278191,2459390.632,107,107,1853.731737,3,41,81,1,9,17,Eclipse,1,9,17,1,0,1,2
154400369,TOI-5029,TOI-5029.01,8615,-274,274,1.38633,-0.05,0.05,4.48677,-0.07,0.07,383.371,-9.8755,9.8755,12.1989,259.95298,-35.740745,PC,06/01/2022 22:49,11.59540611,-0.57219,0.57219,2459384.066,-0.002625,0.002625,0.588,-0.00080994,0.00080994,2.565,-0.266,0.266,3.8861815,-2.27E-05,2.27E-05,0.076681158,PC,3,4,3,3,4,4,4,2022-01-06 22:49:50.826312+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,2.15,,13.452,12.1989,11.059,10.711,10.586,10.449,10.652,7.706,TRUE,646.31,-238.87,378.64,1.19133467,2.033518674,-0.75156907,1.034474623,0.05104746,-0.05104746,0.06244617,9341814094,9.685958315,0,90,0,0,0.2,0.8,2.3,92.5,157.8,58.3,9234,9234,3328552.339,2445.353908,2459386.009,91,94,1957.352235,7,97,196,1,8,17,Eclipse,1,8,17,0,0,0,2
401509690,TOI-5035,TOI-5035.01,5406,-127.7,127.7,1.05086,-0.06,0.06,4.36811,-0.08,0.08,394.439,-2.7655,2.7655,12.5787,215.630691,-72.802221,PC,06/01/2022 22:49,8.209831112,-0.512267,0.512267,2459378.67,-0.002475,0.002475,0.513,-0.000521696,0.000521696,3.175,-0.271,0.271,5.8009082,-3.08E-05,3.08E-05,0.071624018,PC,3,4,3,3,4,4,4,2022-01-06 22:49:54.196690+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[11, 12, 38, 39]",0,0,0,0,TRUE,,0.94,,13.341,12.5787,11.776,11.415,11.321,11.206,11.256,11.344,TRUE,131.08,-47.27,73.71,0.231917596,0.412423803,-0.148728053,0.732433333,0.045701479,-0.045701479,0.061897782,9259776361,12.66582937,0,90,0,0,0.2,0.8,2.3,27.3,48.7,17.6,11430,11430,301632.3422,221.5971845,2459381.571,112,111,1074.098789,7,101,203,23,187,349,Transit,7,101,203,1,0,1,1
263486257,TOI-5037,TOI-5037.01,6433,-129.9,129.9,1.32913,-0.066412,0.066412,4.30488,-0.09,0.09,605.313,-14.529,14.529,12.3155,234.548332,-71.927874,PC,06/01/2022 22:49,18.25642418,-0.9206908,0.9206908,2460068.95,-0.001111,0.001111,1.585751592,-0.027806763,0.027806763,3.4302475,-0.067992,0.067992,4.1245473,-0.0001476,0.0001476,0.125926629,PC,3,4,3,3,4,4,4,2022-01-06 22:49:55.380528+00:00,2024-12-05 16:16:27.022000+00:00,found in faint-star QLP search,"[39, 65, 66]",0,0,0,0,TRUE,,1.3,,12.905,12.3155,11.778,11.511,11.476,11.435,11.45,11.428,TRUE,300.07,-155.5,322.87,1.015862627,0.944125804,-0.489257715,1.628731873,0.082138673,-0.082138673,0.054946619,8219897166,8.889491528,0,90,0,0,0.2,0.8,2.3,108.1,100.4,52,12348.891,12348.891,1228259.211,902.3527812,2460071.012,143,143,1525.668197,2,24,47,1,6,11,Eclipse,1,6,11,1,0,1,2
127115861,TOI-5038,TOI-5038.01,9391,,,2.41037,,,4.0523,,,1087.44,-55.21,55.21,11.9036,267.168701,-29.5226,PC,06/01/2022 22:49,17.90908439,,,2459384.822,-0.005993,0.005993,0.464,-0.00288145,0.00288145,1.27,-0.322,0.322,0.9990876,-0.0004245,0.0004245,0.068117545,PC,3,4,3,3,4,4,4,2022-01-06 22:49:55.931621+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,[39],0,0,0,0,TRUE,,2.39,,12.313,11.9036,11.321,11.143,11.042,,,,TRUE,314.46,-160.81,327.87,1.031594386,0.989401808,-0.505964843,1.597744239,,,0.026153453,3912500826,2.333182582,0,90,0,0,0.2,0.8,2.3,117.3,112.5,57.6,4572,4572,81001093.61,59508.25483,2459385.321,352,353,4347.328717,3,51,102,1,8,15,Eclipse,1,8,15,0,0,0,2
412828754,TOI-5040,TOI-5040.01,6445,-133.1,133.1,1.96216,-0.11,0.11,3.96987,-0.09,0.09,1145.04,-43.905,43.905,12.9612,263.127273,-50.291903,PC,06/01/2022 22:49,14.2290607,-1.17978,1.17978,2459385.934,-0.003625,0.003625,0.442,-0.00122308,0.00122308,3.135,-0.508,0.508,3.3808424,-2.93E-05,2.93E-05,0.066483081,PC,3,4,3,3,4,4,4,2022-01-06 22:49:57.008705+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[12, 39]",0,0,0,0,TRUE,,1.31,,13.454,12.9612,12.344,12.11,12.105,12,12.066,12.156,TRUE,538.84,-224.56,385.24,1.212100593,1.695380239,-0.706544775,1.269433951,0.105253103,-0.105253103,0.048250584,7218184601,5.287757906,0,90,0,0,0.2,0.8,2.3,137.1,191.8,79.9,11286,11286,3497352.834,2569.364862,2459387.625,119,115,1981.856212,59,878,1747,8,60,120,Eclipse,8,60,120,1,0,1,1
75522633,TOI-5043,TOI-5043.01,5061,-125.5,125.5,0.860463,-0.05,0.05,4.49802,-0.09,0.09,279.685,-2.7535,2.7535,12.4337,267.099516,-54.9322,PC,06/01/2022 22:49,15.16293011,-0.898905,0.898905,2459384.33,-0.000492,0.000492,2.61,-0.000203198,0.000203198,3.148,-0.072,0.072,3.8027513,-4.30E-06,4.30E-06,0.161554944,PC,3,4,3,3,4,4,4,2022-01-06 22:49:58.636982+00:00,2024-08-22 15:41:09.420339+00:00,found in faint-star QLP search,"[13, 39]",0,0,0,0,TRUE,,0.85,,13.392,12.4337,11.612,11.158,11.013,10.926,10.954,10.845,TRUE,469.68,-206.55,368.08,1.158109195,1.477778544,-0.649878978,1.352748343,0.080195071,-0.080195071,0.045184984,6759577415,11.2918563,0,90,0,0,0.2,0.8,2.3,168.1,214.4,94.3,11332.8,11332.8,291458.5944,214.12294,2459386.231,109,111,1064.973174,2,23,46,1,5,10,Eclipse,1,5,10,1,0,1,2
